cpf,matricula,sobrenome,nome,email,data_de_ingresso
382.360.423-18, 200809461, Yarbrough, Levi, levi.yarbrough@jujubinha.com.br, Wed Jul 30 03:11:51 2008
187.691.353-79, 201444395, Penn, Ronda, ronda.penn@jujubinha.com.br, Wed Oct 29 11:28:08 2014
591.748.703-14, 200851475, Jethva, Rita, rita.jethva@jujubinha.com.br, Fri Sep 19 19:02:55 2008
934.492.829-48, 201661740, Harris, Michael, michael.harris@jujubinha.com.br, Sat Oct 29 16:40:28 2016
856.068.383-76, 201799818, Ross, Paul, paul.ross@jujubinha.com.br, Tue Jun 13 17:19:40 2017
806.490.764-73, 201496315, Costa, Alma, alma.costa@jujubinha.com.br, Mon Jun 30 20:21:34 2014
611.274.563-38, 201060579, Chambers, Vickie, vickie.chambers@jujubinha.com.br, Fri Dec 24 19:07:05 2010
644.914.587-34, 201091109, Long, James, james.long@jujubinha.com.br, Sat Oct  2 14:02:20 2010
448.514.967-86, 201654463, Henry, Jeremiah, jeremiah.henry@jujubinha.com.br, Fri Apr 22 09:26:46 2016
703.030.227-78, 201138852, Martin, Michael, michael.martin@jujubinha.com.br, Fri Dec 30 03:33:41 2011
241.977.966-82, 201675591, Vegas, Angela, angela.vegas@jujubinha.com.br, Tue Mar 22 08:43:34 2016
567.430.485-71, 201464411, Patton, Eliza, eliza.patton@jujubinha.com.br, Wed Aug 20 08:37:36 2014
252.217.642-71, 201135127, Dwight, Kenneth, kenneth.dwight@jujubinha.com.br, Sun Apr 24 16:03:34 2011
168.438.743-66, 201394038, Becker, Joseph, joseph.becker@jujubinha.com.br, Fri Mar 29 15:25:31 2013
681.742.601-58, 201733504, Delrio, Kenneth, kenneth.delrio@jujubinha.com.br, Fri Jun 30 20:05:22 2017
061.971.712-48, 201679350, Vigor, Sean, sean.vigor@jujubinha.com.br, Fri Nov 25 23:28:14 2016
787.123.770-98, 201508001, Avila, Michael, michael.avila@jujubinha.com.br, Fri Mar  6 19:11:11 2015
027.503.942-11, 201385760, Frazier, Mark, mark.frazier@jujubinha.com.br, Thu May  2 13:07:36 2013
190.782.330-37, 201312663, Hollins, Gonzalo, gonzalo.hollins@jujubinha.com.br, Wed Feb 20 15:29:41 2013
354.655.297-43, 201129784, Twitty, Clara, clara.twitty@jujubinha.com.br, Tue Jul  5 17:22:17 2011
254.932.092-48, 201055117, Schultz, Michael, michael.schultz@jujubinha.com.br, Mon May 24 09:25:45 2010
572.989.620-93, 201255087, Lamarre, Tracy, tracy.lamarre@jujubinha.com.br, Tue Jan  3 06:22:15 2012
030.264.643-24, 201448965, James, Tommy, tommy.james@jujubinha.com.br, Thu Sep 18 15:03:42 2014
361.935.083-80, 201742099, Larson, Jennifer, jennifer.larson@jujubinha.com.br, Mon Apr 17 10:41:55 2017
433.864.035-24, 201623458, Jones, Alicia, alicia.jones@jujubinha.com.br, Tue Dec  6 14:53:11 2016
552.157.631-03, 201184586, Marlow, Deborah, deborah.marlow@jujubinha.com.br, Tue Apr 19 23:20:41 2011
378.155.053-72, 201665069, Griffin, Donna, donna.griffin@jujubinha.com.br, Thu Mar  3 02:42:18 2016
373.605.316-13, 201511250, Fegley, Clarence, clarence.fegley@jujubinha.com.br, Mon May 25 12:21:16 2015
352.140.166-96, 201605543, Campos, Mildred, mildred.campos@jujubinha.com.br, Sun May  1 17:14:39 2016
940.374.079-64, 201752010, Fratus, Cornelius, cornelius.fratus@jujubinha.com.br, Mon May 15 08:53:34 2017
262.756.625-17, 201487718, Ray, Curtis, curtis.ray@jujubinha.com.br, Thu Mar 20 22:29:08 2014
695.760.130-02, 201755564, Khan, Mary, mary.khan@jujubinha.com.br, Fri May 19 06:00:42 2017
386.052.088-85, 201503403, Mckenize, Frank, frank.mckenize@jujubinha.com.br, Mon May 25 03:28:12 2015
491.149.210-10, 201280914, Yates, Elaine, elaine.yates@jujubinha.com.br, Fri Aug 24 07:57:20 2012
410.990.091-55, 201123458, Haywood, Alison, alison.haywood@jujubinha.com.br, Sun Aug  7 19:56:13 2011
288.550.639-09, 201717439, Spencer, Robert, robert.spencer@jujubinha.com.br, Tue Jan 17 08:21:18 2017
197.873.112-60, 201005705, Harrison, Milton, milton.harrison@jujubinha.com.br, Fri Oct  1 19:53:10 2010
013.505.484-15, 201161475, Benz, Rose, rose.benz@jujubinha.com.br, Mon Apr  4 22:30:40 2011
284.563.621-27, 200866079, Mcneill, Jean, jean.mcneill@jujubinha.com.br, Wed Oct 15 09:23:25 2008
725.815.004-27, 200853779, Taylor, Janet, janet.taylor@jujubinha.com.br, Wed Apr 30 13:38:09 2008
605.681.951-94, 201491269, Brasher, Mary, mary.brasher@jujubinha.com.br, Sat Apr 19 03:44:04 2014
772.203.391-23, 201178534, Ogaldez, Kevin, kevin.ogaldez@jujubinha.com.br, Fri Apr  1 07:41:17 2011
475.151.991-72, 200849405, Collins, Christopher, christopher.collins@jujubinha.com.br, Fri Jun 27 02:58:16 2008
382.494.169-96, 200998889, Dilley, Deborah, deborah.dilley@jujubinha.com.br, Sun Feb 22 00:12:49 2009
692.077.368-40, 201339407, Lester, Virginia, virginia.lester@jujubinha.com.br, Tue Jan  1 00:26:17 2013
183.180.703-04, 201001122, Hess, Alfred, alfred.hess@jujubinha.com.br, Wed Mar 17 16:25:08 2010
637.618.131-13, 201505988, Wheelis, Hortensia, hortensia.wheelis@jujubinha.com.br, Wed Jul  8 17:55:09 2015
894.157.281-80, 201436228, Toney, Rhonda, rhonda.toney@jujubinha.com.br, Wed Mar 12 22:07:50 2014
930.371.438-08, 200888248, New, Richard, richard.new@jujubinha.com.br, Mon Dec 22 14:51:02 2008
358.977.029-41, 201208957, Childress, David, david.childress@jujubinha.com.br, Fri Mar  9 06:53:53 2012
164.259.616-12, 201491415, Fabert, Isabel, isabel.fabert@jujubinha.com.br, Thu Dec 25 14:54:09 2014
333.267.535-54, 201502772, Darden, Robert, robert.darden@jujubinha.com.br, Wed Apr 29 19:38:09 2015
002.618.231-30, 200910309, Schultz, John, john.schultz@jujubinha.com.br, Sun May 31 04:12:41 2009
739.098.528-62, 201613460, Gaither, Robert, robert.gaither@jujubinha.com.br, Fri Dec 16 23:40:16 2016
738.862.973-54, 201453524, Walker, Pamela, pamela.walker@jujubinha.com.br, Sat Mar  8 08:54:40 2014
363.264.525-74, 201298586, Brownell, Frankie, frankie.brownell@jujubinha.com.br, Wed May 16 15:30:20 2012
029.500.190-95, 200866727, Allen, Jonathan, jonathan.allen@jujubinha.com.br, Sun Aug  3 22:19:44 2008
704.174.423-75, 201474786, Feaster, Sherry, sherry.feaster@jujubinha.com.br, Tue Jan 28 19:01:24 2014
598.443.377-95, 201594778, Harris, William, william.harris@jujubinha.com.br, Fri Oct  9 18:10:41 2015
770.351.106-76, 201193783, Kim, William, william.kim@jujubinha.com.br, Wed May 25 07:35:43 2011
955.085.681-27, 200871063, Ferrante, Jack, jack.ferrante@jujubinha.com.br, Mon Dec  1 15:16:01 2008
194.994.678-58, 201376723, Samples, Francis, francis.samples@jujubinha.com.br, Sat Jun  8 16:30:04 2013
870.872.767-93, 201529051, Pesqueira, Nick, nick.pesqueira@jujubinha.com.br, Fri Jun 26 10:41:12 2015
182.646.266-05, 201284926, Nash, Angela, angela.nash@jujubinha.com.br, Sun Nov 25 12:06:15 2012
878.238.246-18, 200834496, Hicks, Donnie, donnie.hicks@jujubinha.com.br, Thu Apr 10 19:20:46 2008
433.259.539-43, 201207013, Sheehan, Donna, donna.sheehan@jujubinha.com.br, Tue Jan  3 23:57:12 2012
147.624.649-84, 201246543, Daly, Minnie, minnie.daly@jujubinha.com.br, Fri Jul  6 04:35:02 2012
772.599.496-12, 201736704, Hickernell, Lily, lily.hickernell@jujubinha.com.br, Sat Jan 28 10:05:42 2017
447.246.218-11, 201552025, Barnett, Rhonda, rhonda.barnett@jujubinha.com.br, Wed Dec 16 01:17:07 2015
461.388.606-02, 201785239, Herrera, Richard, richard.herrera@jujubinha.com.br, Sat Feb 11 23:04:57 2017
163.900.859-41, 200936491, Rodriguez, Michael, michael.rodriguez@jujubinha.com.br, Sat Apr 11 10:18:18 2009
092.892.833-65, 201374451, Stokes, Todd, todd.stokes@jujubinha.com.br, Tue Oct  8 18:43:40 2013
506.372.015-75, 200986006, Tipps, Richard, richard.tipps@jujubinha.com.br, Mon Oct  5 23:21:08 2009
147.612.626-80, 200858478, Salazar, David, david.salazar@jujubinha.com.br, Fri Nov 14 06:30:19 2008
047.207.467-67, 200815504, Gallagher, Stephanie, stephanie.gallagher@jujubinha.com.br, Tue Apr 15 02:45:57 2008
080.751.306-22, 201661988, Ocampo, Oscar, oscar.ocampo@jujubinha.com.br, Thu Mar 24 01:59:38 2016
143.213.810-48, 200985641, Corliss, Misty, misty.corliss@jujubinha.com.br, Tue Feb 17 13:53:22 2009
557.751.469-42, 201243578, Medley, Carmella, carmella.medley@jujubinha.com.br, Thu Nov 29 09:33:40 2012
457.397.061-32, 201121679, Unnasch, Tammy, tammy.unnasch@jujubinha.com.br, Mon Apr 18 11:42:03 2011
121.544.831-09, 201612075, King, Robert, robert.king@jujubinha.com.br, Wed Apr 20 20:17:56 2016
968.145.949-21, 200800728, Mccarley, Terry, terry.mccarley@jujubinha.com.br, Sat Jul 19 06:57:55 2008
868.780.157-19, 201554869, Campbell, John, john.campbell@jujubinha.com.br, Mon Jan  5 18:11:55 2015
943.797.513-00, 201744035, Kalina, Joshua, joshua.kalina@jujubinha.com.br, Tue May 16 13:14:13 2017
168.581.512-99, 200973646, Shaffer, Richard, richard.shaffer@jujubinha.com.br, Fri Feb 20 05:50:30 2009
460.905.854-29, 200837179, Thompson, Matthew, matthew.thompson@jujubinha.com.br, Thu Jul 31 19:27:50 2008
573.433.548-60, 201410872, Brandon, Minnie, minnie.brandon@jujubinha.com.br, Wed Jan  1 02:41:11 2014
758.566.695-66, 201119252, Bostic, Daisy, daisy.bostic@jujubinha.com.br, Mon Feb 14 15:58:53 2011
519.175.316-58, 201178087, Hinojosa, Larry, larry.hinojosa@jujubinha.com.br, Tue Mar 22 05:50:52 2011
476.665.630-81, 201615720, Emilio, Joan, joan.emilio@jujubinha.com.br, Thu Oct 13 03:53:25 2016
547.096.200-92, 201024101, Paulsen, Antoine, antoine.paulsen@jujubinha.com.br, Sun Jan 10 11:36:33 2010
620.479.224-46, 201650938, Mimes, Norman, norman.mimes@jujubinha.com.br, Thu Nov 17 07:35:43 2016
204.819.110-04, 201374903, Ford, Marco, marco.ford@jujubinha.com.br, Mon Aug  5 21:15:47 2013
859.291.232-26, 201215737, Audet, Bill, bill.audet@jujubinha.com.br, Tue Sep 18 17:41:25 2012
602.716.493-03, 201488276, Angel, Ronald, ronald.angel@jujubinha.com.br, Thu May  1 20:19:03 2014
901.424.530-36, 201103102, Bahena, Alix, alix.bahena@jujubinha.com.br, Fri Jun  3 08:11:19 2011
414.346.970-43, 201085834, Coleman, Helen, helen.coleman@jujubinha.com.br, Mon Aug  2 11:47:00 2010
177.913.522-86, 201213477, Wright, William, william.wright@jujubinha.com.br, Thu Apr  5 21:48:42 2012
406.121.273-44, 201334133, Bedford, Oren, oren.bedford@jujubinha.com.br, Sun Sep 22 11:42:49 2013
851.662.564-00, 201055813, Honahni, Thomas, thomas.honahni@jujubinha.com.br, Fri Feb 26 08:25:37 2010
255.443.774-04, 201684763, Bean, Elvin, elvin.bean@jujubinha.com.br, Wed Apr 27 07:19:25 2016
571.299.121-82, 201164876, Sneed, Darnell, darnell.sneed@jujubinha.com.br, Sat Jan 22 09:05:39 2011
190.242.026-89, 201432126, Pennington, Beatriz, beatriz.pennington@jujubinha.com.br, Tue Aug 19 03:07:51 2014
612.554.460-76, 201361415, Mcalpin, Danny, danny.mcalpin@jujubinha.com.br, Tue May 28 14:00:52 2013
564.872.929-66, 200817904, Duncan, Steven, steven.duncan@jujubinha.com.br, Sat Nov  1 21:56:50 2008
149.464.723-76, 200819824, Wise, Janice, janice.wise@jujubinha.com.br, Fri Oct 31 11:27:12 2008
018.833.113-78, 201139325, Pontillo, Lisa, lisa.pontillo@jujubinha.com.br, Tue Nov  8 06:07:29 2011
417.234.193-30, 201518878, Tattershall, Louis, louis.tattershall@jujubinha.com.br, Fri Aug  7 02:10:22 2015
900.428.274-06, 200891203, Himes, William, william.himes@jujubinha.com.br, Sun Mar  9 12:28:25 2008
206.805.669-82, 201350651, Johnson, Charles, charles.johnson@jujubinha.com.br, Fri Dec 13 06:12:24 2013
206.379.479-96, 201578058, Bassett, Amy, amy.bassett@jujubinha.com.br, Wed Jul 15 18:31:00 2015
982.135.325-16, 201516835, Brown, George, george.brown@jujubinha.com.br, Thu Oct 15 07:46:33 2015
647.622.625-11, 201539172, Klingbeil, Maryann, maryann.klingbeil@jujubinha.com.br, Mon Apr 27 00:19:27 2015
081.609.033-26, 201390102, Nation, Jessica, jessica.nation@jujubinha.com.br, Sat May  4 05:05:33 2013
079.483.756-93, 201433311, Ainsworth, Terry, terry.ainsworth@jujubinha.com.br, Sat Mar 29 23:28:18 2014
918.208.480-59, 201041694, Baker, Robert, robert.baker@jujubinha.com.br, Fri Feb 12 21:43:01 2010
259.271.064-77, 201339351, Bryan, Charles, charles.bryan@jujubinha.com.br, Wed Aug  7 22:26:09 2013
565.708.417-38, 201008770, Craig, Robert, robert.craig@jujubinha.com.br, Sat Feb 27 20:27:31 2010
622.201.492-47, 200921322, Devine, Albert, albert.devine@jujubinha.com.br, Tue Dec  8 05:31:52 2009
891.778.214-45, 201629670, Ellingsworth, Julia, julia.ellingsworth@jujubinha.com.br, Thu Feb 18 21:34:19 2016
217.896.341-82, 201119986, Ashton, Doris, doris.ashton@jujubinha.com.br, Tue Dec 13 06:33:28 2011
026.772.222-85, 201482068, Mize, James, james.mize@jujubinha.com.br, Fri Jul 11 22:49:07 2014
835.118.332-47, 200914249, Burnett, Richard, richard.burnett@jujubinha.com.br, Tue Nov 10 02:00:12 2009
272.025.250-38, 201671028, Hazel, Kyle, kyle.hazel@jujubinha.com.br, Sat Dec 10 22:55:11 2016
079.485.589-19, 200869543, Edwards, Brian, brian.edwards@jujubinha.com.br, Wed Jul  2 20:03:51 2008
217.806.778-76, 201282113, Hightower, Diane, diane.hightower@jujubinha.com.br, Tue Feb 28 12:39:37 2012
910.849.551-53, 201133629, Mobley, Glenn, glenn.mobley@jujubinha.com.br, Mon Oct 17 07:18:20 2011
496.944.383-59, 201609809, Davis, Jacquelyn, jacquelyn.davis@jujubinha.com.br, Sun Nov 13 03:20:05 2016
345.464.613-84, 201689132, Bailey, Thomas, thomas.bailey@jujubinha.com.br, Fri Oct  7 08:11:51 2016
133.025.148-52, 201613555, Meadows, Samuel, samuel.meadows@jujubinha.com.br, Sat Mar  5 09:22:41 2016
321.456.004-55, 201169331, Herrera, Jean, jean.herrera@jujubinha.com.br, Wed Sep  7 09:22:19 2011
982.306.694-47, 201612506, Hileman, Patsy, patsy.hileman@jujubinha.com.br, Wed Jun  8 13:07:11 2016
413.760.279-13, 201566344, Tyler, Janice, janice.tyler@jujubinha.com.br, Tue Nov 24 02:55:08 2015
994.185.236-94, 200958848, Knauss, Kimberly, kimberly.knauss@jujubinha.com.br, Thu Dec  3 20:08:09 2009
131.196.292-63, 200807885, Hodge, June, june.hodge@jujubinha.com.br, Sun Jul 13 11:15:04 2008
274.469.280-99, 201626087, Lowery, Teresa, teresa.lowery@jujubinha.com.br, Fri Oct 14 23:52:16 2016
359.541.538-97, 201193073, Thomas, Raymond, raymond.thomas@jujubinha.com.br, Fri Nov 18 20:25:44 2011
608.287.170-30, 201234511, Shoals, Kristin, kristin.shoals@jujubinha.com.br, Thu Sep 13 13:26:12 2012
356.718.585-30, 201067369, Mchenry, Cheryl, cheryl.mchenry@jujubinha.com.br, Tue Mar  9 02:06:30 2010
971.191.779-43, 200910491, Cotter, Barry, barry.cotter@jujubinha.com.br, Mon Oct  5 11:28:27 2009
761.905.423-72, 201600857, Curtis, Arthur, arthur.curtis@jujubinha.com.br, Sun Apr 17 02:07:05 2016
492.762.451-79, 200989375, Bernardini, Brittney, brittney.bernardini@jujubinha.com.br, Tue Feb 24 00:41:31 2009
215.816.460-20, 201495425, Toney, Glayds, glayds.toney@jujubinha.com.br, Sat May 17 03:01:16 2014
393.407.128-79, 201202108, Pirrone, Ruth, ruth.pirrone@jujubinha.com.br, Wed Sep 12 15:53:31 2012
370.511.651-87, 201611239, Slipper, Beatrice, beatrice.slipper@jujubinha.com.br, Wed Oct  5 01:36:43 2016
824.060.429-83, 201725973, Williams, Evelyn, evelyn.williams@jujubinha.com.br, Mon Jun 19 22:50:11 2017
978.422.076-61, 201248532, Taylor, Thomas, thomas.taylor@jujubinha.com.br, Thu Nov  8 11:21:09 2012
868.144.210-10, 201103557, Torres, Jessica, jessica.torres@jujubinha.com.br, Thu Jun 16 06:10:10 2011
970.315.656-30, 201679626, Schmelzer, John, john.schmelzer@jujubinha.com.br, Thu Nov 24 13:23:59 2016
555.706.283-05, 201602478, Stine, Nancy, nancy.stine@jujubinha.com.br, Fri Dec  9 13:02:46 2016
801.259.950-14, 200925201, Foster, James, james.foster@jujubinha.com.br, Mon Nov  2 03:19:45 2009
169.038.575-07, 201457929, Fontana, Anna, anna.fontana@jujubinha.com.br, Sat Feb 15 17:23:51 2014
641.502.330-63, 201014429, Watson, Robert, robert.watson@jujubinha.com.br, Sun May 23 15:03:29 2010
909.714.607-67, 201227730, Ungaro, Jessica, jessica.ungaro@jujubinha.com.br, Sun Feb  5 10:10:08 2012
796.151.728-70, 201743765, Hull, Jayne, jayne.hull@jujubinha.com.br, Fri Apr 21 15:12:18 2017
917.303.323-47, 200807838, Arredondo, Christopher, christopher.arredondo@jujubinha.com.br, Fri Feb  1 03:40:03 2008
847.256.121-00, 201629276, Sanner, Andrea, andrea.sanner@jujubinha.com.br, Fri Apr 15 22:38:49 2016
994.073.277-98, 201052162, Oliveri, Bryan, bryan.oliveri@jujubinha.com.br, Wed Aug 25 00:09:15 2010
861.489.545-48, 201095877, Cuellar, William, william.cuellar@jujubinha.com.br, Fri Nov 19 23:19:28 2010
909.695.987-70, 201259307, Roth, Esther, esther.roth@jujubinha.com.br, Tue May 22 18:40:52 2012
846.004.635-12, 201070480, Barnes, Tressa, tressa.barnes@jujubinha.com.br, Sat Jan 16 08:36:49 2010
836.546.343-92, 201412216, Smith, Frederick, frederick.smith@jujubinha.com.br, Thu Jul  3 15:53:35 2014
154.832.453-26, 201317553, Knox, Calvin, calvin.knox@jujubinha.com.br, Mon Jun 17 17:20:49 2013
442.833.442-95, 201119353, Carson, Justin, justin.carson@jujubinha.com.br, Tue May 24 11:36:19 2011
804.255.070-85, 200877572, Jenkins, Kai, kai.jenkins@jujubinha.com.br, Thu Dec  4 20:12:50 2008
598.114.843-80, 201544400, Vansumeren, Cari, cari.vansumeren@jujubinha.com.br, Wed Dec  2 13:00:16 2015
910.792.423-47, 201019379, Miller, Teresa, teresa.miller@jujubinha.com.br, Tue Mar 16 20:36:35 2010
393.495.569-44, 201408032, Wolcott, Tim, tim.wolcott@jujubinha.com.br, Thu Oct 16 23:38:59 2014
560.688.992-03, 201369239, Johnson, Brian, brian.johnson@jujubinha.com.br, Wed Oct  2 03:47:59 2013
591.566.214-00, 201229402, Whetstone, John, john.whetstone@jujubinha.com.br, Mon Aug  6 16:12:20 2012
111.424.936-19, 201405957, Garcia, Johnny, johnny.garcia@jujubinha.com.br, Thu Nov 13 19:46:09 2014
385.996.277-24, 201275855, Walraven, Sharonda, sharonda.walraven@jujubinha.com.br, Sat Sep  1 15:24:31 2012
779.599.127-55, 201235341, Spence, Bianca, bianca.spence@jujubinha.com.br, Sat Jul 21 17:16:39 2012
860.350.301-93, 201781313, Yaiva, Christopher, christopher.yaiva@jujubinha.com.br, Mon Feb 13 09:00:44 2017
080.338.578-13, 201462653, Reyes, James, james.reyes@jujubinha.com.br, Sat Apr 12 09:56:24 2014
877.621.013-51, 200912651, Graf, Jonathan, jonathan.graf@jujubinha.com.br, Tue Sep  8 06:20:21 2009
966.984.928-06, 201095265, Bynum, Chastity, chastity.bynum@jujubinha.com.br, Tue Jun  8 15:09:35 2010
887.249.355-42, 201123291, Webb, David, david.webb@jujubinha.com.br, Thu Jun  2 19:35:42 2011
573.388.568-53, 201430527, Hall, Stephanie, stephanie.hall@jujubinha.com.br, Wed Jun 18 04:17:17 2014
053.029.854-96, 201710092, Gillman, Wendell, wendell.gillman@jujubinha.com.br, Fri Apr  7 21:49:18 2017
858.729.245-90, 200897391, Drew, Cynthia, cynthia.drew@jujubinha.com.br, Tue May 13 17:06:23 2008
537.285.892-75, 200817458, Nichols, Betty, betty.nichols@jujubinha.com.br, Thu May  1 02:07:55 2008
262.735.436-60, 201671739, Mainolfi, Dona, dona.mainolfi@jujubinha.com.br, Tue Mar 22 14:42:54 2016
338.208.288-21, 200888315, Griggs, Mary, mary.griggs@jujubinha.com.br, Tue Dec 30 18:11:10 2008
161.283.849-94, 200838184, Smith, Jessica, jessica.smith@jujubinha.com.br, Sat Oct 25 10:43:50 2008
025.224.772-15, 200889030, Mccormick, Ollie, ollie.mccormick@jujubinha.com.br, Tue Aug 12 18:14:49 2008
892.462.793-65, 201018507, Fowler, Michael, michael.fowler@jujubinha.com.br, Tue May 18 23:05:43 2010
230.806.459-02, 201241962, Eskew, Elizabeth, elizabeth.eskew@jujubinha.com.br, Fri Apr 27 01:13:18 2012
779.142.953-68, 201093820, Ybarra, Sherryl, sherryl.ybarra@jujubinha.com.br, Thu Oct  7 03:54:33 2010
817.936.449-36, 201388263, Castleberry, Brenda, brenda.castleberry@jujubinha.com.br, Tue Sep 24 00:36:36 2013
819.439.645-72, 200842280, Evans, Nicky, nicky.evans@jujubinha.com.br, Mon Oct 27 05:49:17 2008
876.461.350-20, 201363155, Sherratt, Ben, ben.sherratt@jujubinha.com.br, Wed Jul 17 12:22:54 2013
883.312.297-63, 201680740, Wilson, Vickie, vickie.wilson@jujubinha.com.br, Sun Aug  7 19:59:25 2016
053.639.089-40, 200988737, Speigel, Michael, michael.speigel@jujubinha.com.br, Wed Jun  3 04:36:01 2009
766.148.754-05, 200966728, Guerrero, Ryan, ryan.guerrero@jujubinha.com.br, Fri Mar 20 12:00:08 2009
765.472.910-78, 201377467, Weisenfluh, Bradley, bradley.weisenfluh@jujubinha.com.br, Sat Jul 13 02:46:15 2013
959.031.048-47, 201008051, Lambert, Mayra, mayra.lambert@jujubinha.com.br, Mon Nov  8 05:31:40 2010
163.421.689-81, 201183589, Macpherson, Penny, penny.macpherson@jujubinha.com.br, Thu Jul  7 02:16:23 2011
563.671.359-21, 200923198, Colbert, Louis, louis.colbert@jujubinha.com.br, Mon Nov 30 21:52:49 2009
414.523.108-42, 201069594, Rodriguez, Jennifer, jennifer.rodriguez@jujubinha.com.br, Sat Oct 23 22:02:26 2010
795.958.041-06, 201642592, Atkins, Gail, gail.atkins@jujubinha.com.br, Sat Dec 10 18:34:47 2016
450.291.768-11, 200947275, Stewart, Alesha, alesha.stewart@jujubinha.com.br, Thu Aug 13 06:37:02 2009
008.130.983-99, 201426532, West, Robert, robert.west@jujubinha.com.br, Mon Sep  1 22:58:49 2014
954.051.014-52, 201508415, Sasser, Paula, paula.sasser@jujubinha.com.br, Wed Apr  8 05:08:30 2015
652.209.914-42, 200805757, Stanton, Bobby, bobby.stanton@jujubinha.com.br, Fri Dec 26 07:12:18 2008
301.523.980-23, 201149045, Cunningham, Christina, christina.cunningham@jujubinha.com.br, Wed Mar  9 18:19:35 2011
698.228.527-69, 201381273, Forman, Logan, logan.forman@jujubinha.com.br, Tue Nov  5 08:49:31 2013
082.011.363-76, 201218195, Porter, Mary, mary.porter@jujubinha.com.br, Thu Jun  7 18:52:35 2012
029.486.525-46, 201671805, Simmons, Kimberly, kimberly.simmons@jujubinha.com.br, Fri May 13 20:19:03 2016
202.258.479-56, 201277743, Martinez, Leona, leona.martinez@jujubinha.com.br, Mon Mar 19 00:49:05 2012
431.642.161-00, 200943186, Bowman, Angeline, angeline.bowman@jujubinha.com.br, Thu Jan  1 12:28:31 2009
500.480.943-12, 201109973, Wander, Robin, robin.wander@jujubinha.com.br, Wed Oct  5 07:45:39 2011
611.123.676-48, 200924720, Balfour, Victor, victor.balfour@jujubinha.com.br, Sat Jun  6 08:25:46 2009
291.535.363-95, 200853714, Gardner, Carla, carla.gardner@jujubinha.com.br, Thu Feb  7 20:28:20 2008
375.936.685-71, 201087927, Zuniga, Myrna, myrna.zuniga@jujubinha.com.br, Tue Mar  9 13:56:26 2010
528.798.324-14, 201088040, Sander, Tom, tom.sander@jujubinha.com.br, Sat Mar 13 20:46:08 2010
187.339.088-36, 201138153, Hayes, Roy, roy.hayes@jujubinha.com.br, Mon Aug  8 18:19:00 2011
359.871.150-61, 201144095, Newton, Mireya, mireya.newton@jujubinha.com.br, Sun Dec 25 13:57:25 2011
910.863.370-19, 201464771, Venegas, Tanya, tanya.venegas@jujubinha.com.br, Mon Jun  2 16:15:52 2014
693.170.352-47, 201145740, Hammond, John, john.hammond@jujubinha.com.br, Tue Mar  8 14:27:30 2011
095.551.352-18, 200841033, Fletcher, Christie, christie.fletcher@jujubinha.com.br, Fri Sep 19 07:26:47 2008
810.041.110-15, 200867985, Jefferson, Peggy, peggy.jefferson@jujubinha.com.br, Sun Jul 27 08:51:40 2008
476.922.470-04, 201284736, Tait, Augusta, augusta.tait@jujubinha.com.br, Mon Oct  1 13:20:36 2012
162.058.550-77, 201283541, Hill, Jimmie, jimmie.hill@jujubinha.com.br, Thu Oct 11 22:47:32 2012
357.377.848-11, 201605779, Tritt, Renee, renee.tritt@jujubinha.com.br, Fri Mar 11 23:42:23 2016
998.895.725-20, 201282789, Cleek, Rick, rick.cleek@jujubinha.com.br, Sat Feb 25 08:30:21 2012
321.194.337-07, 201056473, Rhee, Anthony, anthony.rhee@jujubinha.com.br, Tue Dec 21 02:00:15 2010
122.702.245-63, 200883758, Olszewski, Michael, michael.olszewski@jujubinha.com.br, Wed May 28 16:36:04 2008
054.609.825-98, 201664609, Anwar, Sarah, sarah.anwar@jujubinha.com.br, Fri Oct 21 14:26:21 2016
378.087.033-33, 201742446, Wilson, Robert, robert.wilson@jujubinha.com.br, Thu May  4 16:21:54 2017
764.300.628-31, 201312866, Cain, Stephan, stephan.cain@jujubinha.com.br, Wed Apr 24 06:35:43 2013
321.308.223-01, 201204146, Mccann, Theresa, theresa.mccann@jujubinha.com.br, Thu Jan 26 12:12:29 2012
898.899.367-71, 201690038, Mack, Nora, nora.mack@jujubinha.com.br, Fri Dec 16 18:19:18 2016
421.980.719-57, 201010192, Fothergill, Alfredo, alfredo.fothergill@jujubinha.com.br, Thu Dec 30 20:13:50 2010
508.060.153-51, 201357010, Holbrook, Charles, charles.holbrook@jujubinha.com.br, Thu Mar  7 17:37:20 2013
082.853.728-89, 201666589, Swan, Rhonda, rhonda.swan@jujubinha.com.br, Tue Aug 23 14:01:53 2016
240.544.812-56, 200896625, Colbeth, Eva, eva.colbeth@jujubinha.com.br, Thu Mar 27 17:14:40 2008
415.763.068-32, 201290549, Smith, David, david.smith@jujubinha.com.br, Sun Oct 21 12:14:57 2012
471.955.900-21, 200984967, Svoboda, Merlin, merlin.svoboda@jujubinha.com.br, Thu Jul 23 22:40:57 2009
627.307.465-59, 201622117, Raso, Paula, paula.raso@jujubinha.com.br, Mon Jul 18 00:31:02 2016
311.703.050-40, 200938643, Kinney, Esther, esther.kinney@jujubinha.com.br, Sat Oct 17 06:27:27 2009
114.844.147-80, 201245825, Ball, William, william.ball@jujubinha.com.br, Thu Feb  2 00:51:51 2012
477.880.313-26, 201655433, Schneider, Lucy, lucy.schneider@jujubinha.com.br, Tue Dec 27 19:01:02 2016
